TV 보기,간식 먹기,간편식 준비하기,귀가하기,기상 약 복용,기상하기,꿀잠소리,날씨 확인하기,낮잠 기상하기,낮잠자기,냉장고 정리하기,노래자랑,뉴스 시청,늦은 기상하기,도전 실버벨,듣는대화,마음그림터,마음세탁소,마음스트레칭,명언산책,무비순이,밥솥 열기,밥솥 정리하기,새벽 TV 시청,새벽 간식,새벽 화장실 이용,석식,설거지 하기,수면,순이 특별대화,순이극장,순이대화,순이인생,순이책방,순이체조,시낭독,시시콜콜,식사,식사 중 TV 시청,식후 약 복용,실내운동하기,실외운동하기,야식 먹기,영어교실,외출하기,요가명상,운동 후 귀가,음식 꺼내기,이른 기상하기,일반 약 복용,일어교실,전자렌지 청소하기,조식,주방 정리하기,중식,집 환기하기,취미활동,화장실 이용
0.09982702250168152,0.05301823056195617,0.02644884561909972,0.05808134418971472,0.0012129726955666573,0.05143612099051155,0.00021126236743720952,0.001174342252234621,0.01626446148973376,0.022623903230520114,0.019890800448129842,0.008115520813935287,0.00859403445727288,0.0030426701493689277,0.003154156840155305,0.004405711801952969,0.002253466492796137,0.00032000983247738917,0.001042365049295957,0.0012288330551535362,0.001224914469959407,0.006387389894066611,0.0019402729269237784,0.003929254119121827,0.0006154612502940739,0.0037796711089563865,0.007260202229663929,0.009970463781167413,0.06756387804278115,0.0036092268014526873,0.0010957850712498675,0.004142051809701015,0.001301455376131167,0.0016277427749732962,0.004656440237244976,0.0009182681488945684,0.0018731872063803892,0.0021518468392571805,0.016932770368083678,0.00344987874046741,0.04672417193357618,0.01800994986088484,0.0008417623958708709,0.0014695947481704246,0.07136628489300137,0.005661616019560394,0.00478958358736945,0.06663296817213636,0.004310659118224357,0.021263740272013637,0.0005227706012619184,0.005489043503154175,0.007976350101601802,0.04216925641469419,0.006558590316095837,0.020798814801175316,0.10462422839633116,0.04401437882911258
